freq (Hz),out_dist dm_amp 0.0001  (V),out_dist dm_amp 0.000112202  (V),out_dist dm_amp 0.000125893  (V),out_dist dm_amp 0.000141254  (V),out_dist dm_amp 0.000158489  (V),out_dist dm_amp 0.000177828  (V),out_dist dm_amp 0.000199526  (V),out_dist dm_amp 0.000223872  (V),out_dist dm_amp 0.000251189  (V),out_dist dm_amp 0.000281838  (V),out_dist dm_amp 0.000316228  (V),out_dist dm_amp 0.000354813  (V),out_dist dm_amp 0.000398107  (V),out_dist dm_amp 0.000446684  (V),out_dist dm_amp 0.000501187  (V),out_dist dm_amp 0.000562341  (V),out_dist dm_amp 0.000630957  (V),out_dist dm_amp 0.000707946  (V),out_dist dm_amp 0.000794328  (V),out_dist dm_amp 0.000891251  (V),out_dist dm_amp 0.001  (V),out_dist dm_amp 0.00112202  (V),out_dist dm_amp 0.00125893  (V),out_dist dm_amp 0.00141254  (V),out_dist dm_amp 0.00158489  (V),out_dist dm_amp 0.00177828  (V),out_dist dm_amp 0.00199526  (V),out_dist dm_amp 0.00223872  (V),out_dist dm_amp 0.00251189  (V),out_dist dm_amp 0.00281838  (V),out_dist dm_amp 0.00316228  (V),out_dist dm_amp 0.00354813  (V),out_dist dm_amp 0.00398107  (V),out_dist dm_amp 0.00446684  (V),out_dist dm_amp 0.00501187  (V),out_dist dm_amp 0.00562341  (V),out_dist dm_amp 0.00630957  (V),out_dist dm_amp 0.00707946  (V),out_dist dm_amp 0.00794328  (V),out_dist dm_amp 0.00891251  (V),out_dist dm_amp 0.01  (V),out_dist dm_amp 0.0112202  (V),out_dist dm_amp 0.0125893  (V),out_dist dm_amp 0.0141254  (V),out_dist dm_amp 0.0158489  (V),out_dist dm_amp 0.0177828  (V),out_dist dm_amp 0.0199526  (V),out_dist dm_amp 0.0223872  (V),out_dist dm_amp 0.0251189  (V),out_dist dm_amp 0.0281838  (V),out_dist dm_amp 0.0316228  (V),out_dist dm_amp 0.0354813  (V),out_dist dm_amp 0.0398107  (V),out_dist dm_amp 0.0446684  (V),out_dist dm_amp 0.0501187  (V),out_dist dm_amp 0.0562341  (V),out_dist dm_amp 0.0630957  (V),out_dist dm_amp 0.0707946  (V),out_dist dm_amp 0.0794328  (V),out_dist dm_amp 0.0891251  (V),out_dist dm_amp 0.1  (V),out_dist dm_amp 0.112202  (V),out_dist dm_amp 0.125893  (V),out_dist dm_amp 0.141254  (V),out_dist dm_amp 0.158489  (V),out_dist dm_amp 0.177828  (V),out_dist dm_amp 0.2  (V)
20.00E6,993.3E-12,911.4E-12,1.465E-9,1.729E-9,2.292E-9,2.827E-9,3.641E-9,4.491E-9,5.721E-9,7.092E-9,8.978E-9,11.19E-9,14.12E-9,17.66E-9,22.24E-9,27.88E-9,35.09E-9,44.05E-9,55.42E-9,69.64E-9,87.61E-9,110.1E-9,138.6E-9,174.3E-9,219.3E-9,275.8E-9,347.1E-9,436.7E-9,549.7E-9,691.5E-9,870.7E-9,1.095E-6,1.379E-6,2.314E-6,2.726E-6,3.306E-6,4.135E-6,5.790E-6,6.876E-6,8.472E-6,10.51E-6,13.39E-6,16.90E-6,20.93E-6,26.83E-6,33.19E-6,42.68E-6,53.99E-6,67.88E-6,83.92E-6,107.7E-6,134.5E-6,170.7E-6,216.2E-6,274.7E-6,348.9E-6,444.0E-6,565.6E-6,721.2E-6,915.1E-6,1.167E-3,1.494E-3,1.909E-3,2.419E-3,3.073E-3,3.907E-3,5.005E-3
